title;prize;ratings;stars;publish_date;authors
Consultas de resumen SQL - Ejercicios resueltos (tablas incluidas) (Fichas de informatica);7,25;0;NA;19 agosto 2012;Rocio Navarro Lacoba
Consultas simples SQL - Ejercicios resueltos con tablas incluidas (Fichas de informatica);7,25;0;NA;17 agosto 2012;Rocio Navarro Lacoba
Ejercicios Resueltos - Programacion C (Fichas de informatica);4,83;1;1;16 julio 2012;Rocio Navarro Lacoba
Aplicacion de sistemas informaticos en bar y cafeteria. HOTR0508;5,36;0;NA;4 julio 2013;Julio Vilchez Beltran
Saquele jugo a los Codigos QR;3,15;0;NA;13 junio 2012;Fernando Toledo
Envia continguts al teu Kindle (llibres, articles, documents....) (Catalan Edition);1,04;0;NA;5 mayo 2012;Mr Llaminadures
Google currents - Crea  tu propia revista digital;0,00;1;1;6 mayo 2012;Koro Gabiola Colina
El arte de la guerra para videojuegos multijugador;1,92;0;NA;26 marzo 2012;FELIPE GONZALEZ VILLACAMPA y MARIAM FERNANDEZ MENENDEZ
De InDesign CS 5.5 a EPUB y Kindle (Directo al Grano no 4);8,99;0;NA;30 enero 2012;Elizabeth Castro y Andreu Cabre
HTML 5;12,87;1;1;22 enero 2012;Damian De Luca y RedUSERS USERSHOP
Google Plus para empresas;3,15;1;4;6 diciembre 2011;Juanjo Ramos
Comunicaciones Unificadas con Elastix. Vol 2.;7,85;2;4,6;2 diciembre 2011;Juan Pablo Bustos y Edgar Landivar
Anonymous;0,94;0;NA;24 noviembre 2011;JOSEBA ELOLA
Fundamentos de Pruebas de Software;45,80;2;2,9;31 agosto 2011;Rex Black y Gary Rueda Sandoval
Copia de seguridad de sus datos de esta manera antes se suicida (La mejor manera de guardar sus datos personales valiosas de la vida );0,00;0;NA;10 julio 2011;Double Dutch
Spanish: Mac OS X Leon: Sneak Revision;0,00;0;NA;8 junio 2011;Alan Darwich
HTML 5: Introduccion;2,54;2;2,5;17 febrero 2011;Antonio Rodriguez Ruiz
Apuntes de Word 2003;0,00;0;NA;7 diciembre 2010;Guillermo G. Kollmann
Manual de retoque fotografico con Photoshop cs5 (Manuales);9,49;0;NA;3 marzo 2011;MEDIAactive
Plantas Contra Zombies Heroes Guia Del Juego No Oficial;4,49;0;NA;12 febrero 2017;Joshua Abbott y Aurora Carranza
Como Crear Paginas Web Que Venden: Enfoque Cientifico De Las Paginas Web;7,19;0;NA;12 diciembre 2014;Peep Laja And Hyperink y Miguel Segura
Resolucion de Problemas con Unity - Parte 1: Busquedas de Caminos (El Escriba de Algoritmos no 10);7,31;0;NA;17 febrero 2018;Jose Montes Perez
Aprende ABAP en 1 dia: Guia definitiva para aprender programacion SAP ABAP para principiantes;2,99;0;NA;3 marzo 2018;Krishna Rungta
Creacion de Paginas Web con Wordpress;11,99;0;NA;21 agosto 2017;Ainoa Celaya Luna
Sitios multiplataforma con HTML5 + CSS3: Web semantica y nuevos elementos de HTML5: Domine el nuevo paradigma de la web (Coleccion Sitios multiplataforma con HTML5 + CSS3);3,15;0;NA;17 septiembre 2014;Eugenia Casabona y Ricardo Ceci
Electrocardiograma desde una vision digital;7,59;0;NA;31 octubre 2016;Javier Gonzalez Barajas
Desarrollo de aplicaciones mediante framework de spring (Profesional);15,72;0;NA;25 noviembre 2017;Eugenia Perez Martinez
Como enviar Aplicaciones para iPhone y iPad Exitosa y Rapidamente: Enviar a la App Store y obtener la aprobacion de su aplicacion de Manera Exitosa, con o sin Codificacion;8,80;0;NA;13 octubre 2015;Joseph Correa
Apache;5,40;1;4;19 octubre 2016;Elvira Mifsuf Talon
Fractales De Dios;6,01;1;5;27 octubre 2014;Kathy J. Forti y Phd,
Infografistas: guia de infografia y visualizacion de datos para periodistas;8,05;0;NA;31 enero 2018;Laura Natalia Gomez Londono
Redes de Computadoras: Sus Primeros Pasos en Como Funcionan las Redes y el Internet;0,00;0;NA;24 marzo 2018;Ramon Nastase y Nicolae Afrasinei
Firewatch Guia No Oficial;4,49;0;NA;12 febrero 2017;Joshua Abbott y Daniel Garcia Vazquez
LibreOffice;5,70;0;NA;16 mayo 2018;Franciso Hernandez Rodriguez
Guia No Oficial De De Injustice Gods Among Us Guide (Android, Ios, Secretos, Tips, Trucos, Consejos);4,49;0;NA;12 febrero 2017;Joshua Abbott y Gilberto Solorza Buenrostro
Manual de Photoshop cs5 (Manuales);9,99;0;NA;24 mayo 2011;MEDIAactive
Consultas de resumen SQL - Teoria con ejemplos y tablas (Fichas de informatica);4,24;0;NA;3 septiembre 2012;Rocio Navarro Lacoba
Aprender Power Point 2007 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);5,86;0;NA;8 junio 2009;MEDIAactive
Lords Mobile: La Guia De Juego No Oficial;4,49;1;5;12 febrero 2017;Hiddenstuff Entertainment y Carlos Salas
Ciberbullying: Cuando el maltrato viaja en las redes;11,39;0;NA;1 junio 2017;Maria Zysman
Ilustracion digital;5,84;0;NA;14 septiembre 2016;Miguel Redondo Garcia
Ivan arderius;3,74;0;NA;28 enero 2017;INTELIGENCIA DIGITAL
Ciborgs = Cyborgs: Ciencia y Ficcion;0,00;0;NA;1 octubre 2014;Juan-Fernando Duque-Osorio y Patricia Coba-Gutierrez
BPMN Guia de Referencia y Modelado: Comprendiendo y Utilizando BPMN;8,77;1;1;19 febrero 2015;Stephen White y Derek Miers
Guia No Oficial De Lego Star Wars The Force Awakens;4,49;0;NA;12 febrero 2017;Joshua Abbott y Gilberto Solorza Buenrostro
Bingo electronico Secretos para ganar;8,58;0;NA;16 diciembre 2016;Roman Raygoza A.
Fichas rapidas de ... Transact-SQL DML y funciones (Fichas de informatica);1,04;0;NA;6 septiembre 2014;Rocio Navarro Lacoba
Posicionamiento Web (Seo/Sem);17,72;0;NA;21 agosto 2017;Ainoa Celaya Luna
Desarrollo y reutilizacion de componentes software y multimedia mediante lenguajes de guion. IFCD0210;12,17;0;NA;21 mayo 2015;Jose Raul Aranda Cordoba
Acceso a datos en aplicaciones web del entorno servidor. IFCD0210;12,17;0;NA;21 mayo 2015;Alejandro Bernabe Duran
Aprendre Access 2010 amb 100 exercicis practics (Aprendre... amb 100 exercicis practics) (Catalan Edition);4,68;0;NA;25 enero 2011;MEDIAactive y Marcombo Ediciones Tecnicas
Elaboracion de documentos web mediante lenguajes de marcas. IFCD0210;8,27;0;NA;21 mayo 2015;Ramon Guerrero Perez
Arte e identidad en Internet (TIC.CERO);6,17;0;NA;9 diciembre 2011;Gemma San Cornelio Esquerdo
Guia No Oficial De Consejos, Trucos Y Secretos De Pokemon Rubi Omega Y Zafiro Alfa;4,49;0;NA;12 febrero 2017;Joshua Abbott y Valery Jimenez
Programacion orientada a objetos usando JAVA;21,09;0;NA;23 octubre 2017;Hector Arturo Florez Fernandez y Ecoe Ediciones
Microsoft Visual Basic .NET. Lenguaje y Aplicaciones. 3a edicion (Profesional);15,72;0;NA;15 noviembre 2017;Fco. Javier Ceballos Sierra
Temporalidades digitales. Analisis del tiempo en los new media y las narrativas interactivas (UOC Press Comunicacion);9,02;0;NA;7 julio 2017;Carles Sora Domenjo
Aprender Flash CS4 con 100 ejercicios practico;4,75;0;NA;1 febrero 2009;MEDIAactive
Fundamentos de la programacion orientada a objetos: una aplicacion a las estructuras de datos en Java;8,95;0;NA;2 agosto 2016;Ricardo Ruiz Rodriguez
ABAP IV Orientacion a bjetos. Una vision global (Informatica);9,99;2;3,1;5 mayo 2014;Jose Ignacio Mendez Yanes
Manual de PHP de Webestilo.com;9,11;1;5;3 marzo 2011;Joaquin Gracia
Educacion conectada en tiempos de redes;5,84;0;NA;10 mayo 2016;Carlos Magro Mazo
Video Digital (Ocio Digital);1,99;0;NA;28 octubre 2012;Constantino Martinez Aniceto y Javier Alonso Perez
Manual de Indesign CS5 (Manuales);9,99;0;NA;25 enero 2011;MEDIAactive y Marcombo Ediciones Tecnicas
Comunicacion estrategica. Herramientas y tecnicas para la proyeccion profesional en la red (TIC.CERO);5,69;0;NA;10 octubre 2014;Francesc Vila Femenia
La programacion JavaScript;2,97;0;NA;1 febrero 2017;Preston Prescott y Morena Calaon
Iniciacion a Javascript;5,70;0;NA;19 octubre 2016;Jorge Mohedano y Jose Miguel Saiz
La Mente Inorganica;1,66;1;3;11 febrero 2009;Eduardo Salcedo-Albaran
La comunicacion tecnica entre el proceso de diseno y la produccion grafica;9,49;0;NA;17 febrero 2015;Rafael Pozo Puertolas
A BEGINNERS GUIDE TO USING ADOBE PREMIERE PRO CC FOR BASIC VIDEO EDITING TECHNIQUES;0,00;0;NA;23 marzo 2018;R. Dharani
Importancia de la computacion en la ciencia y en nuestra vida diaria (Textos);2,93;0;NA;22 marzo 2018;Juaristi,Eusebio y Luis Felipe Rodriguez Jorge
CHATBOT MARKETING: Domina el Chatbot Marketing como un maestro;0,00;0;NA;28 marzo 2018;Mark Eter
Los videojuegos, un fenomeno de masas (Sociedad de la Pantalla no 1);3,01;0;NA;17 marzo 2018;Diego Levis
Joomla! 3.5;5,70;0;NA;16 mayo 2018;Trevejo Alonso, Juan Antonio
PHOTOSHOP Avanzado;5,70;0;NA;16 mayo 2018;Juan Miguel Cebrian Carrasco
Aplicaciones informaticas de RRHH. NominaPlus;5,70;0;NA;16 mayo 2018;Roberto Munoz Rodriguez
Programa tus dispositivos;5,70;0;NA;16 mayo 2018;Miguel Angel Contreras Castaneda
Deep Web: La parte oscura y peligrosa de internet;7,59;0;NA;16 marzo 2018;Pablo Allegritti
Guia para Facebook Ads;0,00;0;NA;11 marzo 2018;Luis Villanueva
Java basico;11,44;0;NA;29 enero 2018;Luis Felipe Wanumen Silva y Darin Jairo Mosquera Palacios
Construye tu ciudad en Minecraft;7,59;0;NA;10 abril 2018;Sarah Guthals y Joan Andreano Weyland
El muro digital: Acciones disruptivas para impulsar a Mexico;8,54;0;NA;13 marzo 2018;Luiz Ferezin
Guia De Dropple;4,49;0;NA;12 febrero 2017;Hse Games y Silvia Gomez
Guia Del Juego  Tacticas De Batalla De Los Transformers;4,49;0;NA;3 marzo 2017;Joshua Abbott y Maria Ines Rivas
Kim Kardashian Hollywood Game Guia No Oficial;4,49;0;NA;14 marzo 2017;Joshua Abbott y Lisseth Celestino
Deer Hunter 2014 Guia De Juego No Oficial;4,49;0;NA;12 febrero 2017;Joshua Abbott y Manuel Esperon
Angry Birds Fight! Guia Paso A Paso No Oficial, Tips, Trucos, Y Secretos Del Juego;4,49;1;5;12 febrero 2017;Joshua Abbott y Emmanuel Castro Hernandez
Guia No Oficial De Dragon Mania Legends;4,49;1;5;12 febrero 2017;Joshua Abbott y Carlos A. Valenti Garcia
8 Ball Pool: Guia No Oficial;4,49;1;5;12 febrero 2017;Joshua Abbott y Mario Antuna
Guia No Oficial De Pet Rescue Saga;4,49;1;5;12 febrero 2017;Joshua Abbott y Carme Folch
La Mejor Guia No Oficial De Fruit Ninja;4,49;0;NA;12 febrero 2017;Joshua Abbott y DAFNE ABAD ROMERO
Curso Completo Wordpress;14,99;0;NA;10 mayo 2017;Jose Borja Botia
Guia Estrategica De Uncharted 4 A Thiefs End;4,49;0;NA;12 febrero 2017;Joshua Abbott y Jose Guadalupe Cruz y Corro
Guia No Oficial Del Juego El Arrecife De Nemo;4,49;1;5;12 febrero 2017;The Yuw y Adriana Rojas
Plantaz Vs Zombies: Guerra De Jardin 2;4,49;0;NA;12 febrero 2017;The Yuw y Lizeth Nungaray
Juego De Angry Birds Epic Wiki, Trucos, Armeria, Descarga La Guia No Oficial;4,49;2;5;12 febrero 2017;Joshua Abbott y Emmanuel Castro
Slither.io Guia No Oficial Del Juego, Desbloqueos, Mods Y Hacks;4,49;2;5;12 febrero 2017;Hiddenstuff Entertainment y Smart Copy Translation
Guia No-Oficial De Grand Theft Auto V;4,49;1;5;12 febrero 2017;Joshua Abbott y Hugo Gonzalez Bruno
Guias, Consejos, Trucos Y Secretos No Oficiales Del Juego De Aventura De Puzle De Los Mejores Ameos;4,49;0;NA;12 febrero 2017;Joshua Abbott y Rodrigo Ponce
Guia No Oficial De Libmo;4,49;0;NA;12 febrero 2017;Joshua Abbott y Alejandra Avila
Marketing: Guia Para Principiantes - Hacer Dinero Con Tu Pequena Empresa En Las Redes Sociales;3,49;0;NA;12 febrero 2017;Alex Nkenchor Uwajeh y I. Fernandez E2e
Csr Racing 2 Hacks Del Juego, Apk, Tips Para Descargar La Guia No Oficial;4,49;1;5;12 febrero 2017;Joshua Abbott y Emmanuel Castro Hernandez
Animation Throwdown The Quest For Cards Guia No Oficial;4,49;0;NA;12 febrero 2017;Joshua Abbott y Ignacio Veliz
Panjabiwala (Galician Edition);0,00;0;NA;20 febrero 2018;Adan Colan
Expandiendo Tu Punto de Venta: Los siete secretos para potenciar tu negocio y llevarlo al exito mediante la automatizacion;4,18;3;5;20 febrero 2018;Roman Rosales Becerril
Tiza de bits: Experiencias de colaboracion. Escuela y universidad para integrar las TIC en las practicas educativas;5,64;0;NA;19 febrero 2018;Graciela Santos
Aprende MongoDB en 1 dia: Guia definitiva del maestro Mongodb;2,99;0;NA;17 febrero 2018;Krishna Rungta
Administracion y auditoria de los servicios Web. IFCT0509;12,34;0;NA;15 febrero 2018;Ma del Pilar Urbano Lopez
Conegui SAP GRC (Catalan Edition);0,00;0;NA;11 febrero 2018;James Joyce Hemingway
Entidades de Negocio, mejorando la gestion;5,51;1;5;10 febrero 2018;Marcelo Pardo Brown
LA BURBUJA DEL BITCOIN: ?La moneda del futuro o una divisa con una muerte anunciada?;2,99;0;NA;8 febrero 2018;Marc Wale
Como ganar dinero con las redes sociales;2,99;0;NA;7 febrero 2018;Juanjo Ramos
Bitcoin 101;0,00;0;NA;26 enero 2018;Javier Tolj
Vanguardia de la inteligencia artificial;0,00;0;NA;19 enero 2018;Tokiou Narusawa
Taller De Macros En Hoja De Calculo;4,99;0;NA;3 mayo 2012;Izcoatl Inzunza Romero
Libro Cientifico Investigaciones En Tecnologias De Informacion Informatica Y Computacion: Volumen Ii: 2;4,99;0;NA;23 agosto 2017;Mtra. Lotzy Beatriz Fonseca Chiu y Mtra. Maria Elena Romero Gastelu
Uso De La Tecnologia En El Aula;4,99;0;NA;26 diciembre 2012;Avila, Gregorio Sanchez
Uso De La Tecnologia En El Aula Ii;4,99;0;NA;24 abril 2014;Gregorio Sanchez Avila
Libro Cientifico: Investigaciones En Tecnologias De Informacion Informatica Y Computacion;4,99;0;NA;26 marzo 2014;Maria Elena Romero Gastelu y Luis Antonio Medellin Serna
Perl Para Geocientificos;19,99;0;NA;23 julio 2013;Dorian Oria San Martin
BITCOIN La Guia Basica Completa: Definicion, Mineria, Carteras, Transaccion y Cotizacion;2,99;0;NA;16 enero 2018;Marco Oliveira
Analitica y visualizacion de datos en Twitter (Manuales);6,64;0;NA;18 enero 2018;Carlos Arcila Calderon y Daniel Barredo Ibanez
Una etica para Big data. Introduccion a la gestion etica de datos masivos (Manuales);6,64;0;NA;14 enero 2018;Rosa Colmenarejo Fernandez
COMO CREAR UN BLOG: EN 4 SENCILLOS PASOS;0,99;0;NA;13 enero 2018;DEBORAH MADRID GONZALES
Ganar dinero con tu blog es posible: una pequena guia para principiantes;0,00;0;NA;8 enero 2018;Daniel Gil Soles
Conoce a gente por internet: Las claves para encontrar a tu media naranja en la red (Salud y bienestar);4,99;0;NA;4 enero 2018;, 50Minutos.es
Posicionament SEO, manual complet: Factors importants relacionats amb el posicionament SEO de pagines web. Recomanacions i manual complet de com implementar ... Engineer Catala Book 1) (Catalan Edition);0,00;0;NA;19 diciembre 2017;Josep Heras
REQUERIMIENTOS NO FUNCIONALES DE SOFTWARE;0,99;0;NA;15 diciembre 2017;Alan Silberman
Curso de iniciacion a internet en Galego: Da os teus primeiros pasos na rede (Galician Edition);0,00;0;NA;22 noviembre 2017;Curso de Internet
Gobierno electronico en America Latina: revision y tendencias;4,85;0;NA;17 noviembre 2017;Julian David Cortes Sanchez y Diego Fernando Cardona Madariaga
Maestr@ virtual: Competencias docentes en ambientes virtuales de aprendizaje;8,47;0;NA;15 noviembre 2017;Laura Herrera Corona y Norma Mendoza Zaragoza
?Como usar una base de datos en grafo? (H2PAC);5,69;0;NA;17 agosto 2017;Cristina Perez Sola y Jordi Conesa i Caralt
El rey de la casa: Todo sobre la seguridad de su hijo: 1;5,99;0;NA;2 octubre 2017;OCU Ediciones
Diseno grafico de productos editoriales multimedia. ARGN0110;12,34;0;NA;26 octubre 2017;Daniel Santo Orcero
Gestion de la calidad de productos editoriales multimedia. ARGN0110;12,34;0;NA;26 octubre 2017;Desiree Duran Portillo
Publicacion de productos editoriales multimedia. ARGN0110;8,54;0;NA;26 octubre 2017;Juan Luis Perles Garcia
Proyectos de productos editoriales multimedia. ARGN0110;12,34;0;NA;26 octubre 2017;Francisco Sergio Cobos Jimenez
Integracion de la funcionalidad en productos multimedia. ARGN0110;12,34;0;NA;26 octubre 2017;Juan Luis Perles Garcia
El Poder De Kindle: Como utilizar Kindle para incrementar las ventas de tu negocio.;0,00;0;NA;25 octubre 2017;Israel Aguirre H
Filosofia y software: La cultura digital detras de la pantalla;4,27;0;NA;24 octubre 2017;Umberto Roncoroni Osio y Fondo editorial Universidad de Lima
Editor de Mapas (El Escriba de Algoritmos no 6);0,00;0;NA;8 noviembre 2017;Jose Montes Perez
Mapas y Rutas (El Escriba de Algoritmos no 5);0,00;0;NA;1 noviembre 2017;Jose Montes Perez
Aplicaciones informaticas de hojas de calculo. ADGN0210;12,34;0;NA;17 octubre 2017;Gabriel Carmona Romera
Aplicaciones informaticas de bases de datos relacionales. ADGN0210;8,54;0;NA;17 octubre 2017;Gabriel Carmona Romera
Sistema Operativo, busqueda de informacion: Internet/Intranet y correo electronico. ADGN0210;5,69;0;NA;17 octubre 2017;Gabriel Carmona Romera
Aplicaciones informaticas para presentaciones: graficas de informacion. ADGN0210;8,54;0;NA;17 octubre 2017;Gabriel Carmona Romera
Dialogos intertextuales 6: <<The Lion King / El Rey Leon>>: Estudios de literatura infantil y juvenil alemana e inglesa: trasvases semioticos;24,48;0;NA;22 abril 2014;Ana Pereira Rodriguez y Lourdes Lorenzo Garcia
Mucho hacker: Mas alla de los heroes informaticos o de los delincuentes de la red;4,74;0;NA;1 enero 2017;Camilo Andres Garcia Cortes
Variabilidad en el paradigma verbal de futuro. El espanol de Valencia y de otras sintopias (Fondo Hispanico de Lingueistica y Filologia);52,93;0;NA;14 agosto 2015;Jose Ramon Gomez Molina y Jose Maria Buzon Garcia
Aplicaciones informaticas para presentaciones: graficas de informacion. ADGD0208;8,54;0;NA;9 octubre 2017;Gabriel Carmona Romera
Humanitats a la xarxa: mon medieval - Humanities on the web: the medieval world: Humanities on the web: medieval world;61,53;0;NA;27 octubre 2014;Gloria Sabate y Lourdes Soriano
Aplicaciones informaticas de bases de datos relacionales. ADGD0208;8,54;0;NA;9 octubre 2017;Gabriel Carmona Romera
Utilizacion de las bases de datos relacionales en el sistema de gestion y almacenamiento de datos. ADGD0208;12,34;0;NA;9 octubre 2017;Ester Chicano Tejada
Aplicaciones informaticas de hojas de calculo. ADGD0208;12,34;0;NA;9 octubre 2017;Gabriel Carmona Romera
Linguaggio e comicita: Lingua, dialetti e mistilinguismo nell'intrattenimento comico italiano tra vecchi e nuovi media;38,56;0;NA;27 enero 2017;Sandra Covino y Vincenzo Faraoni
Reflexiones sobre el uso de las TICs en Educacion Primaria: Investigacion inaugural contextualizada en las escuelas publicas de la Ciudad Autonoma de Buenos Aires;5,92;1;5;2 octubre 2017;Rodolfo Esteban Cerrizuela
Movimiento Inercial 2D (El Escriba de Algoritmos no 4);0,00;0;NA;25 octubre 2017;Jose Montes Perez
Linkedin & Negocios;17,09;0;NA;1 diciembre 2014;Mariano Cruz
Gestion TIC de centros educativos: IES Santa Clara, 100 anos en vanguardia;4,74;0;NA;18 julio 2016;Jesus Matia
Movimiento Cinematico 2D (El Escriba de Algoritmos no 3);0,00;0;NA;18 octubre 2017;Jose Montes Perez
Redes Sociales para Familias;11,05;0;NA;21 agosto 2017;Iratxe Suberviola Ovejas
Com s'ha de fer l'informe pericial d'un delicte informatic? (H2PAC);6,17;0;NA;7 julio 2017;Josep Maria Arques Soldevila y Miquel Colobran Huguet
La educacion a distancia;8,49;0;NA;9 agosto 2017;Trever Stears
Como crear programas de LSMW: Como utilizar el sistema de migracion de SAP Legacy System Workbench;8,47;0;NA;8 agosto 2017;Lawrence Compagna
PYTHON SIMPLE;2,99;0;NA;6 agosto 2017;MIGUEL CARRA
MARKETING DE SEO: Marketing de SEO: Secretos de la comercializacion del Internet que maximizaran sus beneficios;2,99;0;NA;26 julio 2017;JORGE FERRER
5+: 5 Empresas Mas Valoradas segun Forbes;0,00;0;NA;25 julio 2017;Andres Cadena y Brayan Basallo
!Como vender TU libro en AMAZON! (WIE no 919);0,00;0;NA;15 julio 2017;Cesar Leo marcus y Windmills Editions
WORDPRESS TODO EN ESPANOL;2,99;0;NA;14 julio 2017;Jorge Cardozo
Vivir en la nube: Adolescencia en tiempos digitales;6,64;1;5;14 julio 2017;Roberto Balaguer
Politica industrial rural y fortalecimiento de cadenas de valor;5,25;0;NA;11 julio 2017;Comision Economica para America Latina y el Caribe CEPAL y Economic Commission for Latin America and the Caribbean ECLAC
RESOLUCION DEL PROBLEMA DEL CARTERO CHINO (CPP) MEDIANTE LA APLICACION DE UN PROCESO DE : PROYECTO FINAL DE CARRERA ETSEIB - UPC;0,00;0;NA;6 julio 2017;MIQUEL MONSERRAT I PONS
Proceso Sistematico de Gestion del Conocimiento para el Analisis de Requisitos: KMoS-RE;8,80;0;NA;6 julio 2017;Karla Olmos-Sanchez y Jorge Rodas-Osollo
SEO: posicionamiento organico en Google y otros motores de busqueda (Ascenso: Curso completo de Marketing digital);4,01;0;NA;4 julio 2017;Alberto Cantor
Blogging La guia definitiva de como reemplazar tu trabajo con un blog;2,96;0;NA;28 junio 2017;Efron Hirsch y Michelle Vergara
Mastery di SQL: La Guida MasterClass per diventare un esperto SQL;2,99;0;NA;29 junio 2017;Jonathan S. Walker
Interactividad y Redes Sociales (Nuevo impulso educativo);7,99;0;NA;21 junio 2017;Antonio Fernandez Paradas
Estrategias empresariales en la web 2.0. Las redes sociales online;5,00;1;1;13 junio 2017;Araceli Castello Martinez
Introduccion a la programacion de protocolos de comunicaciones con Network Simulator 2;9,90;0;NA;14 junio 2017;Oscar Martinez Bonastre y Carlos Palau Salvador
La Web 2.0 como nuevo enfoque educativo: Analisis critico;12,99;0;NA;13 diciembre 2016;Ana Maria Leiva Aguilera
Los Edificios mas Misteriosos del Mundo (Un Futuro Diferente no 96);8,91;0;NA;15 junio 2017;Oswaldo Enrique Faveron Patriau
Espionaje y Seguridad en las Grandes Companias Tecnologicas (Un Futuro Diferente no 101);8,45;0;NA;29 mayo 2017;Oswaldo Enrique Faveron Patriau y Oswaldo Enrique Fvaeron Patriau
Mente, Interfase y Protesis Cerebrales (Un Futuro Diferente no 95);0,00;0;NA;17 mayo 2017;Oswaldo Enrique Faveron Patriau
Como Ganar Dinero Con Un Blog: Emprende Tu Negocio Online, Gana Dinero Por Internet  Una guia para principiantes;2,99;0;NA;6 mayo 2017;Amandy Weiss
Manejo de comunidades a traves de redes sociales (Ascenso: Curso completo de Marketing digital);2,95;1;5;24 abril 2017;Ignacio Baquero
CONSTRUYE UNA FABRICA DE SOFTWARE UTILIZANDO UNA SUPERFICIE GRAFICA: Metodologia para el desarrollo rapido y seguro de aplicaciones informaticas;8,71;0;NA;4 junio 2017;Rene Soria Pabon
Procesamiento de textos con OO-Writer;9,90;0;NA;8 junio 2017;Francisco Miguel Martinez Perez
Estrategias de promocion pagas en redes sociales: aumenta tu audiencia y tu alcance (Ascenso: Curso completo de Marketing digital);2,95;0;NA;24 abril 2017;Ignacio Baquero y Alberto Cantor
Inventa con Photoshop (Cuadernos de documentacion);11,39;0;NA;12 mayo 2017;Oliver Carrero Marquez y Francisco Llamazares Redondo
El Cuarto Jugador: Semana 1;0,00;0;NA;8 abril 2017;El Cuarto Jugador
Programadores de Puerto Rico: Edicion #1;0,99;2;5;7 abril 2017;Various Authors y Rafael Pagan
Trabaja con la generacion Y: Los secretos para realizar una buena gestion intergeneracional (Coaching);4,99;0;NA;5 abril 2017;, 50Minutos.es
Optimizacion En Motores De Busqueda: 101 Aspectos Basicos;0,00;0;NA;4 abril 2017;Alcaide Lopez, Juan Carlos
Videojuegos en redes sociales: Perspectivas del edutainment y la pedagogia ludica en el aula (Educacion no 133);8,54;1;5;9 septiembre 2014;Graciela Alicia Esnaola Horacek y Francisco Ignacio Revuelta Dominguez
Introduccio al mercat immobiliari innovador: aconsegueixi una gestio immobiliaria senzilla: Portal de gestio immobiliaria: la manera d'aconseguir una gestio ... a un portal innovador de mercat immobiliari;2,84;0;NA;28 febrero 2017;Matthias Fiedler
EMPRENDE CON REDES SOCIALES: Descubre como aumentar tus clientes y tus ventas con estrategias digitales;2,99;0;NA;10 marzo 2017;Josue Angel Palacios Castaneda
Programacion en Java. Uso de Spring Framework: 2a Edicion;4,70;1;1;9 marzo 2017;Alex Rodriguez Vidal
Crear un sitio web en una hora: Pequena guia digital, simple y facil para crear un sitio web en Wordpress o Wix (eGuide Education no 1);3,20;0;NA;5 marzo 2017;Olivier Rebiere y Cristina Rebiere
CIBERNETICA HUMANA;4,76;0;NA;3 marzo 2017;Joaquin de Saint Aymour
Visualizacion de la informacion (Manuales);5,69;0;NA;30 junio 2016;Visualizacion de la informacion
SEO. Introduccion a la disciplina del posicionamiento en buscadores (EPI Scholar);8,07;1;4;30 junio 2016;Jorge Serrano-Cobos
Analisis de datos;4,99;0;NA;28 febrero 2017;Carlos Javier Vilalta Perdomo
Quiero ser escritor;0,99;0;NA;9 febrero 2017;Anthony Ricciardi
Constelacion Babieca. Ataques contra redes (Novelette);11,39;0;NA;15 octubre 2016;Eduard Cot Ros
Iniciacion Informatica Windows;5,70;0;NA;10 marzo 2017;Jose Luis Martin Hernando y Luis Fernando Rondon Tolosana
programar sencillo: program en seudocodigo sin importar si es jaba o dios sabe que;0,00;0;NA;3 diciembre 2016;arch, p
Advergames: Metodologia y Pre-produccion;4,62;0;NA;1 febrero 2017;Alonso Veloz Arce y Milton Sancan Lapo
Internet util;5,70;0;NA;10 marzo 2017;Pedro Martin Echeverria
Publicidad y Comunicacion Digital;8,97;0;NA;8 noviembre 2016;Ariel A. Khalil y Chrsitian D. Doyle
Chromebooks para escritores bilingues;3,00;0;NA;25 diciembre 2016;Allan Tepper
Fabricacion digital: Introduccion al modelado e impresion 3D;5,70;0;NA;10 marzo 2017;Adam Jorquera Ortega
La Peligrosa Inteligencia Artificial: Cuando las Maquinas Piensan (Un Futuro Diferente no 64);8,49;0;NA;26 enero 2017;Oswaldo Enrique Faveron Patriau
Como vivir de un blog;13,82;0;NA;18 noviembre 2016;Ana maria vaccaro
Metricas de la web social para bibliotecas (EPI Scholar);9,49;0;NA;29 septiembre 2016;Nieves Gonzalez-Fernandez Villavicencio
Beneficios en el comercio con la implementacion de sitios web en las industrias: Tesis-implementar sitios web en la industria tabacalera en Honduras;0,00;0;NA;8 diciembre 2016;Sayda Melissa Romero y Dennis Efrain Salandia
Capacitacion de ofimatica a Centros educativos;18,94;0;NA;12 diciembre 2016;Ing. Francisco Javier Guzman
Simulacion de tecnicas de diversidad y filtrado Kalman en redes inalambricas: Este libro se visualizara correctamente en tabletas android, iPad y Fire HDX.;1,99;0;NA;8 noviembre 2016;Pablo Corral Gonzalez
Tecnologia Vestible: Y la moda e el Siglo XXI (Un Futuro Diferente no 74);0,00;0;NA;8 enero 2017;Oswaldo Enrique Faveron Patriau
Desarrollo de aplicaciones para Android I;5,70;0;NA;25 marzo 2017;David Robledo
Perfiles del profesional de la informacion en la sociedad del conocimiento;10,44;0;NA;1 diciembre 2016;Johann Pirela Morillo
